qid;sexp;query
71450ned11;(VALUE (71450ned (MSR M005515 (WHERE (DIM Onderwijssoort T001345) (DIM GC GM0431) (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM TC 2015SJ00)))));aantal leerlingen op het voortgezet onderwijs in Oostzaan in de periode 2015/16
71450ned11;(VALUE (71450ned (MSR M005515 (WHERE (DIM Onderwijssoort T001345) (DIM GC GM0431) (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM TC 2015SJ00)))));aantal studenten op het voortgezet onderwijs in Oostzaan in 2015/16
82900NED1;(VALUE (82900NED (MSR A047047 (WHERE (DIM StatusVanBewoning A028725)))));bewoonde huurwoningen in eigendom corporatie 
82900NED1;(VALUE (82900NED (MSR A047047 (WHERE (DIM StatusVanBewoning A028725)))));aantal huizen van woningcorporatie in gebruik
82900NED2;(VALUE (82900NED (MSR T001258 (WHERE (DIM GC GM0606)))));totaal aantal woningen schiedam 
82900NED3;(VALUE (82900NED (MSR T001258 (WHERE (DIM StatusVanBewoning A028725) (DIM GC GM0450)))));aantal bewoonde woningen uitgeest
82900NED3;(VALUE (82900NED (MSR T001258 (WHERE (DIM StatusVanBewoning A028725) (DIM GC GM0450)))));woningvoorraad bewoond uitgeest
80590ned3;(VALUE (80590ned (MSR D006394 (WHERE (DIM Leeftijd 53310) (DIM Geslacht 4000)))));hoeveel vrouwen van 30 jaar werken niet
03759ned32;(VALUE (03759ned (MSR M000352 (WHERE (DIM GC GM0335) (DIM TC 2022JJ00) (DIM Leeftijd 10000) (DIM BurgerlijkeStaat T001019) (DIM Geslacht T001038)))));aantal inwoners Montfoort 2022
03759ned32;(VALUE (03759ned (MSR M000352 (WHERE (DIM GC GM0335) (DIM TC 2022JJ00) (DIM Leeftijd 10000) (DIM BurgerlijkeStaat T001019) (DIM Geslacht T001038)))));hoeveel inwoners had Montfoort in 2022
03759ned32;(VALUE (03759ned (MSR M000352 (WHERE (DIM GC GM0335) (DIM TC 2022JJ00) (DIM Leeftijd 10000) (DIM BurgerlijkeStaat T001019) (DIM Geslacht T001038)))));aantal personen Montfoort in 2022
03759ned39;(VALUE (03759ned (MSR M000365 (WHERE (DIM GC GM0376) (DIM TC 2004JJ00) (DIM Geslacht T001038) (DIM Leeftijd 10000)))));gemiddelde bevolking Blaricum 2004
37230ned27;(VALUE (37230ned (MSR M000102_1 (WHERE (DIM GC PV30)))));hoeveel mensen zijn erbij gekomen in Noord-Brabant
37230ned27;(VALUE (37230ned (MSR M000102_1 (WHERE (DIM GC PV30)))));met hoeveel personen is Noord-Brabant gegroeid
37230ned27;(VALUE (37230ned (MSR M000102_1 (WHERE (DIM GC PV30)))));hoeveel inwoners zijn er in Noord-Brabant sinds januari bijgekomen
03759ned33;(VALUE (03759ned (MSR M000365 (WHERE (DIM TC 2008JJ00) (DIM Geslacht T001038)))));Hoeveel mensen waren er in 2008?
03759ned33;(VALUE (03759ned (MSR M000365 (WHERE (DIM TC 2008JJ00) (DIM Geslacht T001038)))));Hoeveel mannen en vrouwen waren er in 2008?
03759ned35;(VALUE (03759ned (MSR M000352 (WHERE (DIM TC 2013JJ00) (DIM Geslacht T001038)))));hoe groot was de bevolking van nederland in 2013
7022gza20;(VALUE (7022gza (MSR 1020_1 (WHERE (DIM Leeftijd 60300) (DIM TC 1983JJ00)))));hoeveel getrouwde mensen van 20 jaar hebben zelfmoord gepleegd in 1983
7022gza20;(VALUE (7022gza (MSR 1020_1 (WHERE (DIM Leeftijd 60300) (DIM TC 1983JJ00)))));suïcide gehuwde personen van 25 jaar in 1983
7022gza20;(VALUE (7022gza (MSR 1020_1 (WHERE (DIM Leeftijd 60300) (DIM TC 1983JJ00)))));zelfdoding getrouwde personen van 29 jaar in 1983
7022gza20;(VALUE (7022gza (MSR 1020_1 (WHERE (DIM Leeftijd 60300) (DIM TC 1983JJ00)))));aantal mensen met een geregistreerd partnerschap van 27 jaar dat zelfmoord heeft gepleegd in 1983
7022gza21;(VALUE (7022gza (MSR D005130 (WHERE (DIM TC 1990JJ00) (DIM Leeftijd 21700)))));hoeveel mensen van 80 jaar of ouder hebben zichzelf verdronken in 1990
7022gza21;(VALUE (7022gza (MSR D005130 (WHERE (DIM TC 1990JJ00) (DIM Leeftijd 21700)))));personen >80 jaar omgekomen door zichzelf te verdrinken in 1990
7022gza21;(VALUE (7022gza (MSR D005130 (WHERE (DIM TC 1990JJ00) (DIM Leeftijd 21700)))));aantal mensen van 100 jaar dat zichzelf verdronken heeft in 1990
7022gza21;(VALUE (7022gza (MSR D005130 (WHERE (DIM TC 1990JJ00) (DIM Leeftijd 21700)))));zelfmoord door verdrinking onder 90-jarigen in 1990
7022gza23;(VALUE (7022gza (MSR D005030 (WHERE (DIM TC 1969JJ00) (DIM Geslacht 3000)))));hoeveel mannen hebben zelfmoord gepleegd in 1969 vanwege lichamelijke beperking
7022gza23;(VALUE (7022gza (MSR D005030 (WHERE (DIM TC 1969JJ00) (DIM Geslacht 3000)))));aantal suïcides onder mannen in 1969 met fysieke stoornis
37360ned1;(VALUE (37360ned (MSR M001183 (WHERE (DIM LeeftijdOp31December 15400)))));Hoeveel mensen zijn 54
37360ned1;(VALUE (37360ned (MSR M001183 (WHERE (DIM LeeftijdOp31December 15400)))));Hoeveel 54-jarigen zijn er
37360ned1;(VALUE (37360ned (MSR M001183 (WHERE (DIM LeeftijdOp31December 15400)))));hoeveel mensen worden dit jaar 54
7022gza22;(VALUE (7022gza (MSR D004458 (WHERE (DIM TC 1959JJ00) (DIM Leeftijd 60400) (DIM Geslacht 4000)))));Hoeveel vrouwen tussen de 30 en 40 jaar pleegden in 1959 zelfmoord
7022gza22;(VALUE (7022gza (MSR D004458 (WHERE (DIM TC 1959JJ00) (DIM Leeftijd 60400) (DIM Geslacht 4000)))));Hoeveel zelfdodingen waren er onder vrouwen tussen de 30 en 40 jaar in 1959
7022gza22;(VALUE (7022gza (MSR D004458 (WHERE (DIM TC 1959JJ00) (DIM Leeftijd 60400) (DIM Geslacht 4000)))));zelfmoord vrouwen 34 jaar 1959
7022gza22;(VALUE (7022gza (MSR D004458 (WHERE (DIM TC 1959JJ00) (DIM Leeftijd 60400) (DIM Geslacht 4000)))));zelfdoding vrouwen 30-40 jaar 1959
7022gza24;(VALUE (7022gza (MSR D005060 (WHERE (DIM Leeftijd 60600)))));hoeveel mensen van 50 tot 60 jaar namen een overdosis medicijnen
7022gza24;(VALUE (7022gza (MSR D005060 (WHERE (DIM Leeftijd 60600)))));hoeveel zelfdodingen met medicijnen of alcohol waren er onder vijftigers
7022gza24;(VALUE (7022gza (MSR D005060 (WHERE (DIM Leeftijd 60600)))));hoeveel zelfmoorden met medicijnen of alcohol waren er onder vijftigers
7022gza24;(VALUE (7022gza (MSR D005060 (WHERE (DIM Leeftijd 60600)))));hoeveel zelfdodingen met medicijnen of alcohol waren er onder mensen tussen de 50 en 60 jaar
7022gza24;(VALUE (7022gza (MSR D005060 (WHERE (DIM Leeftijd 60600)))));hoeveel mensen tussen de 50 en 60 jaar dronken zich dood
7022gza24;(VALUE (7022gza (MSR D005060 (WHERE (DIM Leeftijd 60600)))));hoeveel vijftigers dronken zich dood
7022gza24;(VALUE (7022gza (MSR D005060 (WHERE (DIM Leeftijd 60600)))));overdosis medicijnen 50-60 jaar
03759ned38;(VALUE (03759ned (MSR M000352 (WHERE (DIM BurgerlijkeStaat T001019) (DIM Leeftijd 10000) (DIM TC 1990JJ00)))));bevolking in 1990
03759ned38;(VALUE (03759ned (MSR M000352 (WHERE (DIM BurgerlijkeStaat T001019) (DIM Leeftijd 10000) (DIM TC 1990JJ00)))));totaal aantal mensen in 1990
03759ned38;(VALUE (03759ned (MSR M000352 (WHERE (DIM BurgerlijkeStaat T001019) (DIM Leeftijd 10000) (DIM TC 1990JJ00)))));aantal personen in 1990
71450ned12;(VALUE (71450ned (MSR M005515 (WHERE (DIM GC GM0479) (DIM TC 2010SJ00) (DIM Leeftijd 10000) (DIM Onderwijssoort T001345) (DIM Migratieachtergrond 1012600) (DIM Geslacht T001038)))));totaal aantal leerlingen met Nederlandse migratieachtergrond op het voortgezet onderwijs in Zaanstad in het schooljaar 2010/11
71450ned13;(VALUE (71450ned (MSR M005515 (WHERE (DIM Leeftijd 10000) (DIM Migratieachtergrond H008766) (DIM GC GM0381) (DIM TC 2005SJ00) (DIM Onderwijssoort T001345)))));aantal studenten met Turkse migratieachtergrond op het voortgezet onderwijs in Bussum in 2005/06
71450ned13;(VALUE (71450ned (MSR M005515 (WHERE (DIM Leeftijd 10000) (DIM Migratieachtergrond H008766) (DIM GC GM0381) (DIM TC 2005SJ00) (DIM Onderwijssoort T001345)))));leerlingen op het voortgezet onderwijs met Turkse achtergrond in Bussum in het jaar 2005/06
71450ned14;(VALUE (71450ned (MSR M005515 (WHERE (DIM Onderwijssoort T001345) (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM TC 2006SJ00)))));totaal aantal leerlingen op het voortgezet onderwijs in het jaar 2006
71450ned15;(VALUE (71450ned (MSR M005515 (WHERE (DIM Geslacht T001038) (DIM Migratieachtergrond 2012655)))));totaal aantal leerlingen met westerse achtergrond 
71450ned15;(VALUE (71450ned (MSR M005515 (WHERE (DIM Geslacht T001038) (DIM Migratieachtergrond 2012655)))));totaal aantal studenten met westerse migratieachtergrond 
71450ned35;(VALUE (71450ned (MSR M005515 (WHERE (DIM GC SG15) (DIM Geslacht T001038) (DIM TC 2010SJ00) (DIM Onderwijssoort T001345)))));studenten in Dordrecht op het voortgezet onderwijs in 2010
71450ned35;(VALUE (71450ned (MSR M005515 (WHERE (DIM GC SG15) (DIM Geslacht T001038) (DIM TC 2010SJ00) (DIM Onderwijssoort T001345)))));leerlingen op het vo in Dordrecht in 2010/11
71450ned36;(VALUE (71450ned (MSR M005515 (WHERE (DIM TC 2004SJ00)))));aantal studenten/leerlingen in het schooljaar 2004/'05
80416ned11;(VALUE (80416ned (MSR A047221 (WHERE (DIM TC 20060407)))));prijs lpg op vrijdag 7 april 2006
80416ned12;(VALUE (80416ned (MSR A047221 (WHERE (DIM TC 20140825)))));pompprijs lpg op 25 augustus
84672NED12;(VALUE (84672NED (MSR A045057_2 (WHERE (DIM Btw A048944) (DIM TC 2018JJ00)))));Wat was de energiebelasting in 2018 inclusief btw
81309NED38;(VALUE (81309NED (MSR D001525 (WHERE (DIM Belastingen A047660)))));Wat was de prijs van elektriciteit exclusief btw en inclusief belastingen
81238ned27;(VALUE (81238ned (MSR M002658 (WHERE (DIM BedrijfstakkenBranchesSBI2008 307500) (DIM TC 2013MM09) (DIM GC LD01)))));Wat is de verwachte stijging in orders in de industrie in Noord-Nederland voor september 2013?
83913NED33;(VALUE (83913NED (MSR M001505_2 (WHERE (DIM GC GM0344) (DIM TC 2017KW01)))));prijsindex koopwoningen 2017 per kwartaal
83913NED33;(VALUE (83913NED (MSR M001505_2 (WHERE (DIM GC GM0344) (DIM TC 2017KW01)))));prijs bestaande koopwoningen utrecht begin 2017
84538NED7;(VALUE (84538NED (MSR M005356 (WHERE (DIM Deelgebieden A023267) (DIM TC 2023MM01)))));gww inputprijsindex januari 2023
84538NED7;(VALUE (84538NED (MSR M005356 (WHERE (DIM Deelgebieden A023267) (DIM TC 2023MM01)))));bouwrijp maken van terreinen prijzen per maand
84672NED35;(VALUE (84672NED (MSR A045057_1 (WHERE (DIM Btw A048945) (DIM TC 2021MM04)))));wat was de belasting op energie in april 2021
84672NED38;(VALUE (84672NED (MSR M000176_1 (WHERE (DIM Btw A048945) (DIM TC 2019MM06)))));variabel leveringstarief aardgas in juni 2019
84672NED39;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM TC 2020MM06) (DIM Btw A048944)))));transporttarief aardgas in juni 2020
85168NED0;(VALUE (85168NED (MSR D000198 (WHERE (DIM TypeArbeidsongeschiktheidsuitkering A048565)))));aantal wao uitkeringen
85168NED0;(VALUE (85168NED (MSR D000198 (WHERE (DIM TypeArbeidsongeschiktheidsuitkering A048565)))));Hoeveel arbeidsongeschiktheidsuitkeringen
85422NED6;(VALUE (85422NED (MSR A050297 (WHERE (DIM Vooropleiding T001230) (DIM Opleidingsfase A028673) (DIM TC 2015SJ00) (DIM Geslacht 3000) (DIM Onderwijssoort A025297)))));Hoeveel mannelijke eerstejaars wo studenten in 2015 
85422NED6;(VALUE (85422NED (MSR A050297 (WHERE (DIM Vooropleiding T001230) (DIM Opleidingsfase A028673) (DIM TC 2015SJ00) (DIM Geslacht 3000) (DIM Onderwijssoort A025297)))));welk aantal eerstejaars in het wetenschappelijk onderwijs is man schooljaar 2015
85489NED14;(VALUE (85489NED (MSR M005527 (WHERE (DIM Regiokenmerken GM0000) (DIM Onderwijssoort A025279) (DIM Geslacht T001038) (DIM TC 2015SJ00) (DIM GeboortelandOuders T001638) (DIM Herkomstland T001040)))));hoeveel leerlingen in basisonderwijs in 2015 2016
84672NED5;(VALUE (84672NED (MSR M001284 (WHERE (DIM TC 2018MM12) (DIM Btw A048945)))));wat is het gemiddelde energietarief voor consumenten exclusief btw in december 2018
84672NED5;(VALUE (84672NED (MSR M001284 (WHERE (DIM TC 2018MM12) (DIM Btw A048945)))));wat was de prijs voor elektriciteit in december 2018 exclusief btw
84672NED23;(VALUE (84672NED (MSR M001013_1 (WHERE (DIM TC 2021MM08) (DIM Btw A048944)))));wat was het transporttarief voor aardgas inclusief btw in augustus 2021
85511NED16;(VALUE (85511NED (MSR 53055 (WHERE (DIM Onderwijsvolgend T001144)))));Hoeveel jongeren volgen onderwijs
85511NED19;(VALUE (85511NED (MSR 53055 (WHERE (DIM Arbeidskenmerken T001095) (DIM Uitkering A045274) (DIM TC 2020JJ00) (DIM GeregistreerdWerkzoekendeBijUWV A050097)))));hoeveel jongeren krijgen een uitkering in 2020
84287NED16;(VALUE (84287NED (MSR M002042 (WHERE (DIM TC 2012MM12) (DIM BedrijfstakkenBranchesSBI2008 307500)))));vacature indicator industrie december 2012
84287NED35;(VALUE (84287NED (MSR M002042 (WHERE (DIM TC 2008MM03)))));vacature indicator totaal maart 2008
81589NED19;(VALUE (81589NED (MSR WP19089 (WHERE (DIM TC 2023KW02)))));aantal bedrijven in het tweede kwartaal 2023, met 10 tot 20 werkzame personen
03759ned36;(VALUE (03759ned (MSR M000352 (WHERE (DIM TC 2002JJ00) (DIM Leeftijd 10000) (DIM BurgerlijkeStaat T001019)))));bevolking in 2002
03759ned36;(VALUE (03759ned (MSR M000352 (WHERE (DIM TC 2002JJ00) (DIM Leeftijd 10000) (DIM BurgerlijkeStaat T001019)))));aantal mensen in 2002
03759ned36;(VALUE (03759ned (MSR M000352 (WHERE (DIM TC 2002JJ00) (DIM Leeftijd 10000) (DIM BurgerlijkeStaat T001019)))));totale bevolking in 2002
37360ned9;(VALUE (37360ned (MSR M005112 (WHERE (DIM LeeftijdOp31December 17400)))));levensverwachting 70 plussers
37360ned9;(VALUE (37360ned (MSR M005112 (WHERE (DIM LeeftijdOp31December 17400)))));sterftekans 70 plussers
70936ned2;(VALUE (70936ned (MSR M000239 (WHERE (DIM TC 1994MM08)))));prijsindexcijfer augustus 1994
70936ned2;(VALUE (70936ned (MSR M000239 (WHERE (DIM TC 1994MM08)))));inflatie augustus 1994
70936ned2;(VALUE (70936ned (MSR M000239 (WHERE (DIM TC 1994MM08)))));jaarmutatie inflatie 1994
70936ned3;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1972JJ00)))));cpi 1972
70936ned3;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1972JJ00)))));jaarinflatie 1972
70936ned3;(VALUE (70936ned (MSR M000238 (WHERE (DIM TC 1972JJ00)))));wat was de in inflatie 1972
70936ned4;(VALUE (70936ned (MSR M000239 (WHERE (DIM TC 2015MM03)))));wat was de inflatie in maart 2015
70936ned4;(VALUE (70936ned (MSR M000239 (WHERE (DIM TC 2015MM03)))));consumentenprijzen in 2015
70936ned4;(VALUE (70936ned (MSR M000239 (WHERE (DIM TC 2015MM03)))));cpi maart 2015
7123slac0;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028988) (DIM TC 2005MM09)))));geslacht gewicht van paarden in 2005
7123slac0;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028988) (DIM TC 2005MM09)))));slachting van eenhoevigen in september 2005
7123slac1;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028982)))));aantal geslachte stieren
7123slac1;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028982)))));geslacht gewicht van stieren
7123slac2;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2004JJ00) (DIM Slachtdieren A029002)))));hoeveel pluimvee is er in 2004 geslacht
7123slac2;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2004JJ00) (DIM Slachtdieren A029002)))));geslacht gewicht van pluimvee in 2004
7123slac3;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2008MM11) (DIM Slachtdieren A028984)))));hoeveel schapen zijn er in november 2008 geslacht
7123slac3;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2008MM11) (DIM Slachtdieren A028984)))));geslacht gewicht van schapen in november 2008
7123slac4;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028991) (DIM TC 2011JJ00)))));hoeveel varkens zijn er geslacht in 2011
7123slac4;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028991) (DIM TC 2011JJ00)))));aantal slachtingen van varkens in 2011
7123slac7;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 1998MM12)))));wat was het geslacht gewicht van runderen in december 1998
7123slac8;(VALUE (7123slac (MSR M003388 (WHERE (DIM TC 2020MM05)))));hoeveel jonge kalveren werden er in mei 2020 geslacht
7123slac8;(VALUE (7123slac (MSR M003388 (WHERE (DIM TC 2020MM05)))));aantal slachtingen van jonge kalveren in mei 2020
7123slac8;(VALUE (7123slac (MSR M003388 (WHERE (DIM TC 2020MM05)))));geslachte kalveren in mei 2020
7123slac9;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028982)))));het geslacht gewicht van stieren 
7123slac10;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2009MM11) (DIM Slachtdieren A028982)))));het geslacht gewicht van stieren in november 2009
7123slac10;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2009MM11) (DIM Slachtdieren A028982)))));hoeveel gewicht van geslachte stieren was er in november 2009
7123slac11;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028984) (DIM TC 2014JJ00)))));aantal slachtingen van schapen in 2014
7123slac11;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028984) (DIM TC 2014JJ00)))));hoeveel schapen werden er in 2014 geslacht?
7123slac12;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028985)))));aantal slachtingen van geiten 
7123slac12;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028985)))));hoeveel geiten werden er geslacht
7123slac13;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A048700)))));geslacht gewicht van kalveren
7123slac13;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A048700)))));wat is het gewicht van de slachtingen van kalveren
7123slac14;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 1991MM10) (DIM Slachtdieren A028975)))));wat is het geslacht gewicht van koeien in oktober 1991
7123slac15;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028982) (DIM TC 2001MM07)))));wat is het geslacht gewicht van stieren in juli 2001
7123slac15;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028982) (DIM TC 2001MM07)))));hoeveel kilo geslachte stieren waren er in juli 2001
7123slac16;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028985)))));wat is het geslacht gewicht van geiten
7123slac16;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028985)))));hoeveel geslachte geiten in kilo's
7123slac17;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A048701)))));geslacht gewicht van kalveren
7123slac17;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A048701)))));hoeveel kilo geslachte kalveren zijn er
7123slac18;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028988) (DIM TC 2005JJ00)))));hoeveel paarden en pony's zijn er geslacht in 2005
7123slac18;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028988) (DIM TC 2005JJ00)))));aantal slachtingen van eenhoevigen in 2005
7123slac18;(VALUE (7123slac (MSR M003388 (WHERE (DIM Slachtdieren A028988) (DIM TC 2005JJ00)))));aantal slachtingen van paarden in 2005
7123slac19;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028982)))));geslacht gewicht van stieren
7123slac19;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028982)))));hoeveel kilo van stieren is er geslacht
7123slac20;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028985)))));hoeveel kilo is er geslacht van geiten
7123slac20;(VALUE (7123slac (MSR M003257 (WHERE (DIM Slachtdieren A028985)))));geslacht gewicht van geiten
7123slac21;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 1991MM12) (DIM Slachtdieren A028982)))));hoeveel kilo is er geslacht van stieren in december 1991
7123slac21;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 1991MM12) (DIM Slachtdieren A028982)))));wat was het geslacht gewicht van stieren in december 1991
7123slac22;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2008MM11)))));hoeveel kilo vlees is er geslacht in november 2008
7123slac22;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2008MM11)))));wat is het geslacht gewicht in november 2008
7123slac22;(VALUE (7123slac (MSR M003257 (WHERE (DIM TC 2008MM11)))));hoeveel is er geslacht in november 2008
71450ned5;(VALUE (71450ned (MSR M005515 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM TC 2011SJ00) (DIM GC GM0209) (DIM Onderwijssoort T001345)))));aantal leerlingen in Beuningen op het voortgezet onderwijs in 2011
71450ned5;(VALUE (71450ned (MSR M005515 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM TC 2011SJ00) (DIM GC GM0209) (DIM Onderwijssoort T001345)))));hoeveel studenten zaten er in 2011 op het voortgezet onderwijs in Beuningen
71450ned5;(VALUE (71450ned (MSR M005515 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM TC 2011SJ00) (DIM GC GM0209) (DIM Onderwijssoort T001345)))));aantal leerlingen in Beuningen in 2011 op het voortgezet onderwijs
71450ned6;(VALUE (71450ned (MSR M005515 (WHERE (DIM GC GM0406) (DIM TC 2005SJ00)))));hoeveel leerlingen waren er in Huizen in 2005
71450ned6;(VALUE (71450ned (MSR M005515 (WHERE (DIM GC GM0406) (DIM TC 2005SJ00)))));aantal studenten in Huizen in 2005/06
71450ned7;(VALUE (71450ned (MSR M005515 (WHERE (DIM GC GM0553) (DIM Leeftijd 10000) (DIM Migratieachtergrond 2012655) (DIM TC 2011SJ00)))));hoeveel studenten met westerse migratieachtergrond waren er in 2011 in Lisse
71450ned7;(VALUE (71450ned (MSR M005515 (WHERE (DIM GC GM0553) (DIM Leeftijd 10000) (DIM Migratieachtergrond 2012655) (DIM TC 2011SJ00)))));aantal leerlingen in Lisse in 2011 met westerse migratieachtergrond
71450ned8;(VALUE (71450ned (MSR M005515 (WHERE (DIM Leeftijd 10000) (DIM Migratieachtergrond 2012655) (DIM TC 2018SJ00)))));hoeveel leerlingen met westerse migratieachtergrond waren er in 2018/2019
71450ned8;(VALUE (71450ned (MSR M005515 (WHERE (DIM Leeftijd 10000) (DIM Migratieachtergrond 2012655) (DIM TC 2018SJ00)))));aantal studenten in 2018 met westerse migratieachtergrond
71450ned9;(VALUE (71450ned (MSR M005515 (WHERE (DIM Leeftijd 10000) (DIM Migratieachtergrond 2012605) (DIM GC GM0530) (DIM Onderwijssoort T001345) (DIM TC 2015SJ00)))));hoeveel leerlingen waren er in Hellevoetsluis met migratieachtergrond in 2015 in het voortgezet onderwijs
